,x,y
0,9.060695782060296,10.844180966664187
1,6.723955883567679,8.775971883329715
2,2.297447117822879,3.3679811146698446
3,6.57776313077716,6.723181652053642
4,9.850256452047018,11.893755419836792
5,10.871270760457802,11.549922628767112
6,3.2866277976768066,4.22840534675971
7,9.1609982914109,10.987543566810968
8,5.338450261678184,7.296269165729107
9,3.640557821019229,5.131873778720612
10,6.325552308767759,7.742059946523496
11,2.513299610790131,2.908100676471989
12,2.942723398167712,3.3923874256862394
13,2.7296133255486983,2.7910987089926036
14,1.976724161010472,2.312370852017827
15,3.8334509812078994,5.768372193236615
16,2.50898742422982,3.1143783249016357
17,2.23857670897772,2.3940204518910684
18,2.384222248670714,2.850173336976752
19,2.5408058439089958,2.8287517564771356
20,2.296378497304608,2.810217479163355
21,2.354787690621308,4.433226009621773
22,2.284172086309625,3.4408205092213953
23,2.057786008443572,2.2928979113413384
24,2.686657348398714,2.7853192888988465
25,2.2321285751206847,4.046743829793305
26,4.307015583493056,5.7996316084384425
27,2.540434365082485,2.6806742861358583
28,2.265265943779748,3.4182654312362457
29,2.5303408866975925,3.0231691971364594
30,4.745229931687819,5.63446422951256
31,9.345132065100238,9.47667902425197
32,9.788035576772188,10.24911038268825
33,9.494103135242268,10.92862427949626
34,9.152219637447727,9.353015100222024
35,9.057249224015596,9.882517339172136
36,9.218391403832925,9.999236756430903
37,8.3883603785143,10.512560971562765
38,9.048422868700909,10.744436903090232
39,10.435288264095712,11.110295493994345
40,9.079121520195551,9.94662917370431
41,2.354822865181457,2.7673879905912493
42,2.9896940535286465,4.546595897498908
43,3.911075521817285,4.734856874240994
44,5.20992709407541,5.6444840169277315
45,8.532230873602515,10.574000403293132
46,10.967265858086307,11.3224838360328
47,8.16362357126859,9.02392416864529
48,7.325425689134781,8.592309205777518
49,6.4933234460850695,8.50783245760187
50,12.215504903027847,14.200659458282058
51,12.176048117043807,12.84474529553504
52,12.866185500601047,13.755977794396498
53,12.233922684310008,12.955101356119917
54,11.36466624701375,12.66855809769681
55,13.12019210818361,13.277522980286049
56,12.607284787376786,13.24916737669398
57,13.564157741739173,14.329599899874973
58,12.38194813230422,13.344620780862806
59,11.406813062950986,12.794151640220466
60,11.884195722020474,12.652006391935526
61,11.931955733460455,12.781647806029966
62,12.303908814226913,13.031714721909442
63,12.711231826415426,14.15166358640103
64,12.26094343030907,14.189514118866796
65,10.988310730636123,13.152870426117214
66,13.578640616637182,13.616664315641552
67,12.277454170584907,13.150299399364384
68,12.281278807964233,13.98581248208657
69,13.407470141688389,14.084246590821504
70,8.871288429773687,9.56990995208884
71,7.6253407697938504,8.35191597356639
72,5.624267207584115,6.08885901892893
73,7.717051215539468,9.480950763109428
74,9.329407585790175,11.330965800753466
75,10.93054394742992,11.36730393557752
76,9.944062985209303,11.49969720078067
77,9.876089847015438,11.736850199278903
78,7.686579254799971,8.300623398433459
79,11.168314218300877,11.638537079043559
80,9.313549141693992,10.325174451172474
81,9.047286871337183,10.937444944270089
82,9.303327201953774,10.460125486420154
83,10.576405035759203,11.118391321865618
84,8.327786210587588,10.420340314891028
85,7.159554500723986,8.113269118126604
86,10.112457317193833,10.954082597503268
87,8.735704289713585,9.331781177684295
88,3.502775906787309,3.790013483449451
