,ion/atom,min,1st quartile,median,3rd quartile,max,mean,std,fails
168,"('LA', 'O')",0.005183570261871342,0.008949875386105748,0.009669292590823206,0.018247611109280956,0.02096812923712795,0.012070854587870494,0.0044770015681220975,N/A
169,"('LA', 'N')",0.0039603088431406416,0.006580487603930382,0.006813175984617281,0.011730607141680614,0.013479511652439397,0.008205016381364803,0.002585277232257405,N/A
170,"('LA', 'S')",0.0,0.0,7.3842698125481e-05,0.0001702920657128083,0.0005183659991211129,0.00010659953887664991,9.675709559985266e-05,N/A
171,"('LA', 'C')",0.01475559086343907,0.027479070294296325,0.02809009477741266,0.043663926582922286,0.05017373781741331,0.032474389414564334,0.008492973723411554,N/A
172,"('CE', 'O')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
173,"('CE', 'N')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
174,"('CE', 'S')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
175,"('CE', 'C')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
176,"('PR', 'O')",0.0034799038539752403,0.004891333114718956,0.006822380757815548,0.009561687554540859,0.012323563599135381,0.007316130402467089,0.0027902352738483093,N/A
177,"('PR', 'N')",0.003040950719401374,0.004104278058865679,0.004961965133486535,0.006617878768186915,0.007418021899505411,0.005255492807636256,0.001491710396470099,N/A
178,"('PR', 'S')",4.104083463883992e-05,0.00010163917780357001,0.0001200779093093598,0.00022778181606944589,0.0007685338003992092,0.00020841264241970163,0.0002062295879260813,N/A
179,"('PR', 'C')",0.011729136394736453,0.016358245361091147,0.018691064396138476,0.025271885871026398,0.027495773918458952,0.020030579917453797,0.0055319670173064085,N/A
180,"('SM', 'O')",0.004923416878394658,0.006489320812287772,0.008479657206278088,0.010566118299262819,0.014398352386053692,0.008786717795419648,0.0029246784660167113,N/A
181,"('SM', 'N')",0.003408854076940327,0.004844682387466156,0.0057658264627428926,0.007206045905069805,0.00782110016343367,0.005921317343680687,0.0013776395315959376,N/A
182,"('SM', 'S')",7.449846868425692e-05,9.777840256282217e-05,0.0001473074909891946,0.00023582871996147276,0.0003106529817362636,0.00017210330938554415,7.5315958633683e-05,N/A
183,"('SM', 'C')",0.013762737848337656,0.018929473139398405,0.021917103470082598,0.02762707303222293,0.03128440065373468,0.022698370648610914,0.005383164253672876,N/A
184,"('EU3', 'O')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
185,"('EU3', 'N')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
186,"('EU3', 'S')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
187,"('EU3', 'C')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
188,"('GD3', 'O')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
189,"('GD3', 'N')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190,"('GD3', 'S')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
191,"('GD3', 'C')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
192,"('TB', 'O')",0.005247900081463339,0.0072275434750858365,0.007529700622346262,0.009712829700845945,0.013148100557744596,0.008582167424601562,0.002095532906096928,N/A
193,"('TB', 'N')",0.003694181962457092,0.00510029227878093,0.005353957231635098,0.005845634860156485,0.008729634336769447,0.005782629587835477,0.001448335569279974,N/A
194,"('TB', 'S')",0.0,0.0001125211579806204,0.0002561160920033593,0.00027005733697582255,0.00046933517939620685,0.00022944963360930462,0.0001418662338536373,N/A
195,"('TB', 'C')",0.014591439726319547,0.02014472983853697,0.02109686566800934,0.023506177731359424,0.029521182784021414,0.021996252528685957,0.003998689518136657,N/A
196,"('DY', 'O')",0.007608924376687943,0.007608924376687943,0.007608924376687943,0.007608924376687943,0.007608924376687943,0.007608924376687943,0.0,N/A
197,"('DY', 'N')",0.00529406743807756,0.00529406743807756,0.00529406743807756,0.00529406743807756,0.00529406743807756,0.00529406743807756,0.0,N/A
198,"('DY', 'S')",0.00016089812802000427,0.00016089812802000427,0.00016089812802000427,0.00016089812802000427,0.00016089812802000427,0.00016089812802000427,0.0,N/A
199,"('DY', 'C')",0.019297394838012124,0.019297394838012124,0.019297394838012124,0.019297394838012124,0.019297394838012124,0.019297394838012124,0.0,N/A
200,"('HO3', 'O')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
201,"('HO3', 'N')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
202,"('HO3', 'S')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
203,"('HO3', 'C')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
204,"('ER3', 'O')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
205,"('ER3', 'N')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
206,"('ER3', 'S')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
207,"('ER3', 'C')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
208,"('YB', 'O')",0.0051182930600151225,0.008720881248214287,0.010173733220613315,0.011286609274540064,0.01303455574705787,0.009859630296987672,0.001862369971345633,N/A
209,"('YB', 'N')",0.004252014194159563,0.006277200293640881,0.006369826495816586,0.006413635691750251,0.009428571894333127,0.00630118904747614,0.0009153309173101267,N/A
210,"('YB', 'S')",6.183850349756763e-05,0.00016872408699451606,0.00017038023124590635,0.00017628309275165234,0.0005180534007875344,0.0001826392746588787,8.298139384871991e-05,N/A
