,x,y
0,10.908141418653814,12.866998497275432
1,11.527643611499025,12.636904239302304
2,11.46719502890754,13.447813690651145
3,12.456529358235116,13.278225461803185
4,11.020775741747503,13.220770042238483
5,11.027987271209907,13.196887458970647
6,11.6349387601709,12.869611925579026
7,13.58532991343365,15.541166135904522
8,11.787605006745196,13.469235606031944
9,11.528617631544991,12.372912611113616
10,11.876169390776756,12.463129605379462
11,14.26532104790282,14.738084074978733
12,12.41941506141514,13.600552557891417
13,13.637750746675074,13.830288282630526
14,12.112984262848165,12.825956468019047
15,11.858938785016065,13.86158596796318
16,12.445260518862689,12.938233471873641
17,10.570995697361287,12.512520007414329
18,12.000101103019155,13.89279087142369
19,11.264769812253173,11.918931576057869
20,12.984709791269697,14.436350484664178
21,13.46865600107,14.669005079833498
22,11.526965108791034,12.291820165784722
23,12.177492260805836,13.901300835246658
24,10.710282604649203,12.794027955930375
25,11.043732025412364,13.252553525424046
26,13.222948970044804,13.6698194849116
27,11.382237138987547,13.391148225765427
28,11.753185857599806,11.997434103313706
29,11.188842924575793,13.256273962498684
30,11.462185218126466,13.463526502635405
31,11.671990893149323,13.890917870250565
32,11.501032322162485,12.843879696237453
33,11.497568657104926,13.543251393313026
34,10.832018539439291,12.97878136200981
35,4.013193085582495,5.663401519905279
36,2.6677112915654217,3.292011182214163
37,14.07809548576548,14.294052636165974
