,x,y
0,2.600499579276744,2.6052713512584074
1,2.412482685284465,2.5096928409081096
2,2.557489515146102,2.6051281029982656
3,2.2984763723921144,2.59861740737478
4,4.190691619267469,4.722337280862447
5,2.386586340575976,2.391398558666196
6,2.3200012815346143,3.7614765071365825
7,2.3675883688029846,2.3895380972538356
8,2.3146647447497237,2.4425345990689684
9,2.42148009690705,2.6365593962662306
10,2.25659619793488,2.2665276601720055
11,2.2103720769702195,2.387095064387552
12,2.371474806415024,2.521447924687358
13,2.2269306959558883,3.917715141592099
14,2.311057145757162,2.5348773573721486
15,2.4318971479136233,2.443693602945986
16,2.3681390292689044,2.574597522556107
17,2.3552318775254246,2.3568182722970463
18,2.3513682753589182,2.4694370431951818
19,2.4045510189042703,2.498886096740193
20,1.956673912288728,3.847297175073766
21,2.441683685172107,2.746534316832905
22,2.128334925502286,2.3844229815374036
23,3.736477828203998,5.453007613758602
24,2.313605795793729,2.3922933789296845
25,2.396936295474379,2.481715722402892
26,2.402348972006056,2.503557033138237
27,2.4085662464126583,2.564570357986625
28,2.5593078927404944,2.6008461810306436
29,1.9014292699037083,2.735414486363059
30,2.45661591607714,2.5600252841493454
31,4.343703928973438,4.609608106556114
32,2.33604934956484,2.4604993886114963
33,4.4475179438052175,4.797119365599868
34,2.400580468909852,2.4410512804332067
35,2.527617169403523,4.514249634257702
36,2.1455495361768993,4.0943680840948655
37,2.287872624442496,2.618459899935524
38,2.16152855794609,2.8760388263732724
39,2.4233777310291704,2.5623053182778674
40,2.3716670247528704,2.428187411488981
41,2.3131257225452893,2.394222617868345
42,2.426661107866392,2.4330838656227143
43,2.346549960416948,2.656244000375417
44,2.499435273318225,2.5262250308720144
45,4.152418162150308,4.776456148155295
46,2.1120624113503212,2.2879201749724634
47,2.4453322303630727,2.71194011650564
48,2.4718153848779467,2.5070590159889794
49,2.205577139124256,2.410595625355888
50,2.3595587510685414,2.477639896881326
51,2.1585793842175423,2.5083238061259676
52,2.437270606431928,2.4436674200949176
53,2.570553505380293,2.6219380967411134
54,2.4245629808331906,2.4724577976489934
55,2.3922002327880247,2.5123912888734425
56,2.2925888514296706,2.3929148346025495
57,2.359794398670497,2.674883906085875
58,2.0309313908560136,2.202364144606286
59,4.5453129425950864,4.721374687589517
60,2.343602262705582,2.4473954837027625
61,2.325670328160112,2.5544327375415667
62,2.6479342727187216,4.347450298115075
63,4.653529691159677,4.709502924919876
64,2.3390242326268,2.4943190920309886
65,4.46056482564367,4.594686867392232
66,2.4347470731002283,2.5393840683037263
67,2.1431565376037054,2.5632365851832333
68,2.243336474399655,2.3264767012826115
69,2.4372018380413665,2.4923423805928007
70,2.532657450802311,2.563611130641628
71,2.347136376751697,2.3959126425821013
72,4.285983633713866,4.807053766493615
73,2.4408423054889803,2.5092993055686037
74,2.3224830339049563,2.992083300447497
75,2.3890423690121767,2.4855090967280176
