,nofit,onefit,manyfit
0,,,1M3D0
1,,,1M3D0
2,,,1M3D0
3,,,1M3D0
4,,,4JA30
5,,,4JA30
6,,,4JA30
7,,,4JA30
8,,,2ZTB0
9,,,2ZTB0
10,,,2ZTB0
