,radius,density
0,0.05,0.0
1,0.15000000000000002,0.0
2,0.25,0.0
3,0.35000000000000003,0.0
4,0.45,0.0
5,0.55,0.0
6,0.6500000000000001,0.0
7,0.75,0.0
8,0.8500000000000001,0.0
9,0.95,0.0
10,1.05,0.0
11,1.1500000000000001,0.07388855240309454
12,1.25,0.06254532047767297
13,1.35,0.13406652332736993
14,1.4500000000000002,0.02324386315691648
15,1.55,0.08136964023308883
16,1.6500000000000001,0.017952114629148447
17,1.75,0.14363645143430753
18,1.85,0.25706309419304463
19,1.9500000000000002,0.1542528762700891
20,2.05,0.16283607226661365
21,2.1500000000000004,0.317235998241116
22,2.25,0.47312508554884775
23,2.3500000000000005,0.6373054863880665
24,2.45,0.62706806174631
25,2.55,0.7292091913097822
26,2.6500000000000004,0.80747878862537
27,2.75,1.0794925376317248
28,2.8500000000000005,1.5046037804692507
29,2.95,1.55038614781921
30,3.05,1.3347857125086433
31,3.1500000000000004,1.192268858511069
32,3.25,1.124661176850573
33,3.3500000000000005,1.0411000174729481
34,3.45,0.9035880939353544
35,3.55,0.96201683620723
36,3.6500000000000004,0.8733342209605702
37,3.75,0.945577321959677
38,3.8500000000000005,0.7948543994008186
39,3.95,0.8021193503344733
40,4.050000000000001,0.721272991625166
41,4.15,0.7068032775985224
42,4.25,0.64686911954815
43,4.35,0.6665588223039742
44,4.45,0.7258141776960475
45,4.550000000000001,0.8690083683692211
46,4.65,0.8207301661293667
47,4.75,0.7952052146977698
48,4.8500000000000005,0.9705869156143824
49,4.95,0.9577066076679206
50,5.050000000000001,0.9719130792799902
51,5.15,0.8958278922808813
52,5.25,0.8904066490882954
53,5.3500000000000005,1.0248196798892057
54,5.45,1.0698541660654601
55,5.550000000000001,1.0046676283654365
56,5.65,1.1118464211509245
57,5.75,1.1681453115325342
58,5.8500000000000005,0.9214119105434151
59,5.95,0.9887472364977189
60,6.050000000000001,0.9162624596377155
61,6.15,1.0392323638159429
62,6.25,1.053802456096593
63,6.3500000000000005,1.0875580105693012
64,6.45,1.0846509152158683
65,6.550000000000001,1.0791339551283836
66,6.65,1.0612951342378667
67,6.75,1.1051930632507623
68,6.8500000000000005,1.0773283719672353
69,6.95,1.0435132743928508
70,7.050000000000001,1.043629346709617
71,7.15,1.0615005668472237
72,7.25,1.0203287960085994
73,7.3500000000000005,1.0660567578251923
74,7.45,1.0596513011454705
75,7.550000000000001,1.0600702168229656
76,7.65,0.9999574272063105
77,7.75,0.8815266383889984
78,7.8500000000000005,0.876664672768749
79,7.95,0.8934256467526257
80,8.05,0.9166327013629666
81,8.15,0.9693520282883811
82,8.25,0.9093622169278662
83,8.350000000000001,0.9213690890063989
84,8.45,0.8736723721567752
85,8.55,0.8981631793650654
86,8.65,0.849420454743096
87,8.75,0.9061038525059134
88,8.850000000000001,0.9381758144008858
89,8.95,0.9447932506062235
90,9.05,0.9556660746764459
91,9.15,0.9243805917561146
92,9.25,0.9359283803030665
93,9.350000000000001,0.913219628845825
94,9.45,0.9596893182031689
95,9.55,0.9209347540718588
96,9.650000000000002,0.9486719374732401
97,9.75,0.9401119375813393
98,9.850000000000001,0.9065074688553897
99,9.95,0.8528230599989478
100,10.05,0.8746591834325427
101,10.150000000000002,0.86510233796946
102,10.25,0.8901848709763419
103,10.350000000000001,0.827427861440151
104,10.45,0.7906262303793307
105,10.55,0.7950360441479869
106,10.650000000000002,0.8392279891989293
107,10.75,0.8215719057432245
108,10.850000000000001,0.8077434955734568
109,10.95,0.8203763541701071
110,11.05,0.8120015254370486
111,11.150000000000002,0.8674995871073728
112,11.25,0.8139037428637635
113,11.350000000000001,0.8037996964050587
114,11.45,0.80138110076476
115,11.55,0.8418035023281845
116,11.650000000000002,0.8508280328623878
117,11.75,0.8420733252007551
118,11.850000000000001,0.8091206034913813
119,11.95,0.7788601260085567
120,12.05,0.7632931208446987
121,12.150000000000002,0.7676704766041786
122,12.25,0.7789712002924576
123,12.350000000000001,0.7891656528893786
124,12.45,0.833943883183716
125,12.55,0.8241213977714203
126,12.650000000000002,0.7937290007693265
127,12.75,0.8120029047230566
128,12.850000000000001,0.733388294487747
129,12.95,0.7495089034868906
130,13.05,0.7713667818394974
131,13.150000000000002,0.7777739734504951
132,13.25,0.8153680108811312
133,13.350000000000001,0.7669887952387803
134,13.45,0.7394110529732505
135,13.55,0.7615560735055719
136,13.650000000000002,0.7761529973819401
137,13.75,0.7933493297903661
138,13.850000000000001,0.778876016205119
139,13.95,0.7717690369638751
140,14.05,0.7566118644889979
141,14.150000000000002,0.7730589948936615
142,14.25,0.7781373392752716
143,14.350000000000001,0.7602075568860531
144,14.45,0.7464441173452182
145,14.55,0.7339096719954141
146,14.650000000000002,0.7275693419561996
147,14.75,0.7399841901681227
148,14.850000000000001,0.726504497870989
149,14.95,0.7354109956014387
150,15.05,0.7241596815721218
151,15.150000000000002,0.7191045057612186
152,15.25,0.7696174387482185
153,15.350000000000001,0.7473806117469389
154,15.45,0.7367130596458011
155,15.55,0.7082625331192742
156,15.650000000000002,0.7178041024625864
157,15.75,0.7481351209643594
158,15.850000000000001,0.704863280422412
159,15.95,0.6927856544792593
160,16.05,0.6980341352222142
161,16.15,0.7090980888413755
162,16.25,0.6874375682844819
163,16.35,0.703926731456317
164,16.450000000000003,0.6881676374585595
165,16.55,0.6859452947717575
166,16.65,0.6898989427859714
167,16.75,0.6902244576937833
168,16.85,0.6801620945261678
169,16.950000000000003,0.6822001427866788
170,17.05,0.7012977698787853
171,17.15,0.6921459086663042
172,17.25,0.667221433474434
