,x,y
0,2.447175204584884,4.056975259088763
1,7.839879480916389,9.240182344450247
2,2.892310581950853,3.6466353586623566
3,2.6913342559862348,3.210096514023453
4,2.1792788616682297,2.653991639278269
5,2.6916661579200154,3.2097175900005976
6,7.517781929106394,9.608823679297453
7,2.893443825293304,3.6468941172657465
8,2.6918023879041804,3.210048311864997
9,2.6907340480287445,3.209795931135499
10,12.061967274839134,12.325287759151179
11,1.9110696578474164,3.408267703870168
12,2.434799734902965,3.557157033229856
13,2.5624443179659084,2.906243645642801
14,2.8929997287281477,3.6479586670921704
15,7.627684531037407,9.469039548280373
16,7.5297932262587075,9.183104671916528
17,3.8072835556828775,5.727954066300399
18,2.8925472815360096,3.648156545200405
19,5.4429997660045375,5.611156454303785
20,2.6923008281384058,3.2111288028954714
21,2.6914493239686474,3.2095945165709123
22,2.691251302071396,3.2099379465318862
23,2.5055657405802205,4.660793321376367
24,2.983456729726813,3.1315781751934657
25,13.657914276673765,14.855964030721331
26,1.712486766369459,3.256469896835146
27,2.790486010865838,3.9861869459753443
28,2.023467304716569,4.053936765724504
29,2.691268219384204,3.2100558263910868
30,7.818513108628515,8.76860255009638
31,8.139165552074878,9.567147414995738
32,2.4920331883065248,4.489921576923769
33,2.9347750782493724,2.938199773772409
34,2.4475224135808666,3.6296552945318945
35,2.4475224135808666,3.6296552945318945
36,2.466935071536967,3.1873932505216716
